u,g,r,i,z
19.42103,18.091279999999998,17.24602,16.78829,16.53668
17.936220000000002,16.66589,16.22026,15.96285,15.851920000000002
19.33021,18.11753,17.52291,17.20225,17.00177
20.0511,18.6976,17.7537,17.30395,16.95809
18.9284,17.80173,17.131529999999998,16.69344,16.42875
20.598489999999998,18.59467,17.55068,17.09098,16.73441
17.06883,15.989939999999999,15.694420000000001,15.50976,15.427220000000002
21.59512,19.017120000000002,17.732129999999998,17.27796,16.93148
19.51335,17.84529,17.01911,16.5834,16.30252
20.79136,18.67813,17.59127,17.14325,16.81816
18.42399,16.87975,16.06679,15.644910000000001,15.340979999999998
20.90857,18.79089,17.783260000000002,17.24946,16.85056
20.98926,18.89385,17.73902,17.27026,16.90475
19.61082,18.2926,17.713079999999998,17.3954,17.22596
19.30389,18.09358,17.62623,17.33635,17.18355
17.5718,16.56332,16.17464,15.97971,15.86803
20.288510000000002,18.34733,17.2244,16.70129,16.247429999999998
19.76555,17.97573,17.15183,16.7645,16.577070000000003
20.05911,18.05323,16.939329999999998,16.432760000000002,16.010189999999998
18.80355,16.721120000000003,15.798420000000002,15.332329999999999,14.9708
19.90363,18.000020000000003,17.02287,16.59195,16.23462
19.94255,18.21619,17.21565,16.76303,16.42184
20.81498,18.62205,17.156670000000002,16.61093,16.25173
19.87572,18.23556,17.14718,16.71987,16.35218
20.62548,18.6468,17.64115,17.16945,16.81107
19.56406,18.20749,17.71079,17.41974,17.26625
19.95407,18.23875,17.32855,16.924529999999997,16.61845
18.68814,16.7982,15.920739999999999,15.478589999999999,15.13415
19.87452,17.71452,16.60763,16.12951,15.709420000000001
18.78055,17.30688,16.542460000000002,16.171860000000002,15.9167
19.904770000000003,17.93507,17.04005,16.611629999999998,16.28368
20.0056,18.53896,17.53604,17.04155,16.726
17.998170000000002,16.94984,16.58727,16.34573,16.22458
19.32538,17.32422,16.40438,15.99477,15.67411
20.686020000000003,18.79743,17.57762,17.09776,16.74314
19.357029999999998,18.21951,17.72017,17.40062,17.22931
19.5661,18.10016,17.40365,16.988129999999998,16.67313
20.77109,18.59676,17.67602,17.17746,16.859720000000003
18.71942,17.40772,16.726770000000002,16.337989999999998,16.09269
19.29857,18.166,17.70245,17.485329999999998,17.26315
19.3721,17.57966,16.72162,16.32923,16.01379
20.28047,18.43919,17.47334,17.072129999999998,16.75858
18.79262,16.81932,15.89771,15.492870000000002,15.141689999999999
19.9522,18.1843,17.084570000000003,16.62425,16.26463
20.43305,18.56709,17.470660000000002,17.0176,16.60909
19.36525,18.36056,17.75773,17.42598,17.23007
18.78526,17.56757,17.077820000000003,16.73,16.59724
19.24995,17.383760000000002,16.31423,15.849229999999999,15.50271
20.26441,18.59937,17.729,17.3706,17.02392
19.076539999999998,17.95618,17.55886,17.31355,17.21046
19.51251,18.223489999999998,17.47466,17.080270000000002,16.7964
20.79488,18.60158,17.32335,16.8361,16.47704
20.416710000000002,18.42237,17.23767,16.80004,16.47425
20.0365,18.28332,17.34856,16.94195,16.605179999999997
20.35606,18.47276,17.47095,17.02838,16.70239
18.44361,17.05706,16.48836,16.148670000000003,15.941429999999999
20.060129999999997,18.21939,17.11851,16.5881,16.12375
17.97392,16.43046,15.65693,15.26157,14.96464
18.07074,16.98987,16.43301,16.09623,15.85946
18.85183,17.66341,17.21808,16.91313,16.75169
19.265639999999998,17.99774,17.22822,16.78595,16.51759
20.128870000000003,18.03624,17.0197,16.58494,16.228839999999998
19.90831,18.02419,16.9717,16.45693,16.06879
18.59497,17.49065,17.04206,16.74793,16.64208
21.46371,19.2212,17.655070000000002,17.09263,16.68085
19.41207,18.29315,17.84844,17.54518,17.36816
19.96885,18.34285,17.497410000000002,17.158089999999998,16.8562
20.58908,18.73775,17.742910000000002,17.337429999999998,16.98384
20.978620000000003,19.03134,17.69452,17.18736,16.87228
19.188670000000002,17.99782,17.47931,17.15827,16.986729999999998
18.85099,16.94654,16.014020000000002,15.59109,15.25366
19.70439,18.549129999999998,17.86919,17.49053,17.25872
20.2636,18.09613,17.01983,16.465529999999998,16.069129999999998
19.50261,18.28094,17.81963,17.50834,17.26537
19.48421,18.29275,17.85398,17.572779999999998,17.411379999999998
20.13853,18.76333,17.77155,17.30574,17.00245
19.749229999999997,18.35934,17.370070000000002,16.83319,16.61253
18.218529999999998,16.45322,15.61331,15.191920000000001,14.86156
20.32104,18.57564,17.43295,16.9686,16.62319
17.67693,15.81429,14.96344,14.497810000000001,14.18382
19.16326,18.014039999999998,17.60511,17.3634,17.25945
18.951729999999998,17.1574,16.312929999999998,15.889289999999999,15.582629999999998
19.186,17.64941,17.09228,16.75163,16.61034
20.82645,18.869229999999998,17.75244,17.28875,16.917820000000003
19.93504,18.45509,17.61019,17.15395,16.85924
16.92093,15.76789,15.3844,15.11311,14.932479999999998
19.25368,17.72877,17.02507,16.70123,16.440910000000002
19.7277,18.434620000000002,17.75362,17.35904,17.087989999999998
18.607870000000002,16.92584,16.23507,15.913720000000001,15.706710000000001
19.79495,18.479470000000003,17.756320000000002,17.358439999999998,17.078229999999998
19.22025,17.41789,16.46898,16.03575,15.66555
18.93158,17.531679999999998,16.818089999999998,16.4718,16.20595
20.0153,18.12819,17.13914,16.70097,16.366139999999998
20.09684,18.67626,17.7802,17.36039,17.00233
20.33449,18.52396,17.31776,16.823710000000002,16.51742
19.15612,17.90462,17.27659,16.90321,16.68415
17.40343,15.60714,14.800139999999999,14.37584,14.025310000000001
19.23734,17.2529,16.26764,15.793220000000002,15.397089999999999
20.31394,18.440260000000002,17.423820000000003,17.008670000000002,16.62231
19.86825,18.18834,17.537570000000002,17.11682,16.856920000000002
19.99548,18.08859,17.09605,16.62956,16.2278
20.03042,17.96645,16.983079999999998,16.55564,16.19725
21.00521,18.89813,17.74699,17.258589999999998,16.93563
18.05461,16.48698,15.69235,15.25366,14.90676
20.510579999999997,18.193620000000003,17.170279999999998,16.613889999999998,16.244139999999998
19.14558,17.91751,17.407220000000002,17.12165,16.92963
18.99434,17.82475,17.28438,16.923370000000002,16.77277
20.638560000000002,18.75031,17.53905,17.00669,16.65073
19.76834,18.12635,17.28492,16.85262,16.539170000000002
19.9241,18.23894,17.214010000000002,16.71365,16.35151
18.85812,16.77796,15.850579999999999,15.4015,15.069460000000001
19.80198,17.83161,16.84524,16.36417,15.976629999999998
20.63341,18.971420000000002,17.67834,17.18785,16.81577
20.900560000000002,18.90186,17.66824,17.13598,16.73201
19.7666,18.48501,17.834310000000002,17.48912,17.26274
19.48218,17.85306,17.051389999999998,16.63523,16.30004
20.54735,18.823179999999997,17.28794,16.75327,16.37586
20.01815,18.04235,17.11814,16.70167,16.36078
19.27923,18.10366,17.52583,17.14349,16.936770000000003
20.24754,18.45991,17.46989,17.0997,16.7864
18.76418,16.85215,15.98809,15.60692,15.29526
22.191,19.368920000000003,17.69761,17.07499,16.707179999999997
18.43427,16.578429999999997,15.68546,15.25143,14.9272
20.21055,18.25035,17.04165,16.52732,16.139229999999998
19.0103,17.21915,16.41774,15.990160000000001,15.66606
21.0528,19.00433,17.672539999999998,17.1723,16.84929
20.52563,18.68189,17.6427,17.15665,16.84058
19.656129999999997,18.320870000000003,17.571720000000003,17.24028,17.01912
19.55238,18.3332,17.60785,17.22877,16.97327
19.3838,17.89152,17.0524,16.651970000000002,16.39
18.99384,17.21902,16.35228,15.93316,15.62994
19.48317,17.87404,16.88259,16.43778,16.147579999999998
18.34112,17.09835,16.56896,16.23762,15.997060000000001
21.19015,18.896060000000002,17.468410000000002,16.914360000000002,16.54932
17.283739999999998,16.34093,15.99954,15.659720000000002,15.538889999999999
16.99191,15.89296,15.454479999999998,15.204870000000001,15.04788
21.05588,19.2434,17.529420000000002,16.8955,16.51352
20.12557,18.05023,16.722170000000002,16.22729,15.865820000000001
20.66413,18.573520000000002,17.47694,17.02825,16.69414
20.34157,18.22482,16.99456,16.4873,16.13553
17.618479999999998,16.565579999999997,16.32914,16.172729999999998,16.11279
20.23454,18.52175,17.56324,17.11737,16.79151
20.13685,18.02198,16.8766,16.38541,16.0326
19.19695,17.81164,17.148670000000003,16.75639,16.508879999999998
18.74571,17.47781,16.843220000000002,16.50562,16.2972
16.74335,15.49125,14.8975,14.55414,14.277339999999999
19.687929999999998,17.98803,17.034370000000003,16.618570000000002,16.2868
19.57317,18.42454,17.7272,17.34314,17.14394
19.69962,18.20896,17.37066,16.909879999999998,16.59788
20.108079999999998,18.43661,17.630879999999998,17.26361,16.992829999999998
18.764210000000002,17.14193,16.22466,16.85427,16.29595
19.60605,18.144660000000002,17.23615,16.79488,16.37271
19.64795,18.34502,17.5679,17.15748,16.86036
17.638270000000002,16.2706,15.630720000000002,15.230770000000001,14.9669
19.71579,17.82347,16.92744,16.43287,16.04735
18.86226,16.97618,16.08311,15.67666,15.358270000000001
19.17916,17.401770000000003,16.49897,15.978679999999999,15.515579999999998
19.46743,17.308429999999998,16.092370000000003,15.67482,15.4366
20.1004,18.42768,17.491310000000002,17.085379999999997,16.81465
19.26258,17.33718,16.42137,15.998879999999998,15.62326
20.60742,18.7102,17.69463,17.21728,16.8603
20.433410000000002,18.7119,17.749570000000002,17.31472,16.97345
19.27607,17.43168,16.45619,16.03255,15.71085
20.726570000000002,18.769389999999998,17.51022,17.03893,16.74089
19.45247,17.76353,16.83385,16.32378,15.93781
19.661179999999998,17.85462,16.94128,16.530170000000002,16.236639999999998
19.71886,18.19025,17.16191,16.673939999999998,16.32524
20.67463,18.40093,17.22263,16.74738,16.373839999999998
20.39219,18.586289999999998,17.627,17.21656,16.906370000000003
18.7325,17.2986,16.584979999999998,16.17718,15.874179999999999
18.64949,17.137999999999998,16.3745,15.977310000000001,15.709970000000002
20.11647,18.37949,17.59854,17.21389,16.97036
20.25761,18.376089999999998,17.55022,17.16934,16.8673
19.40779,18.02348,17.50694,17.17004,17.024639999999998
20.07923,18.44991,17.4373,16.920679999999997,16.58259
21.39783,19.2194,17.84026,17.26183,16.92599
19.94043,18.217570000000002,17.22297,16.77646,16.41144
20.68238,18.62777,17.65271,17.23911,16.85847
19.90985,18.20411,16.9954,16.4696,16.13673
19.10501,17.77069,16.99585,16.52583,16.14053
20.58624,18.34509,17.3451,17.06035,16.53346
19.50534,17.598570000000002,16.54671,16.13356,15.79062
20.34115,18.571089999999998,17.418779999999998,16.92944,16.600839999999998
19.19995,18.17523,17.73708,17.40205,17.23893
20.49729,18.84008,17.60866,17.10055,16.82154
19.88117,18.4267,17.55965,17.14497,16.81083
19.94864,17.87707,16.91027,16.43863,16.0584
19.625329999999998,18.00142,16.939329999999998,16.428910000000002,16.07517
20.82568,19.09304,17.60458,17.066370000000003,16.747970000000002
19.47907,17.567829999999997,16.65948,16.2371,15.914539999999999
17.84897,16.775170000000003,16.312520000000003,15.990079999999999,15.83027
20.2238,18.41684,17.43609,17.03111,16.66483
20.43047,18.350170000000002,17.27252,16.786270000000002,16.47113
19.176379999999998,17.57094,16.84564,16.44337,16.14581
19.19645,17.65235,16.869410000000002,16.41595,16.0885
19.62499,18.32125,17.64365,17.29293,17.02822
19.23323,18.24346,17.53023,17.14374,16.921110000000002
20.117279999999997,18.80937,17.914920000000002,17.50088,17.21659
19.43042,18.302889999999998,17.45318,17.03379,16.84635
19.788439999999998,18.44484,17.85896,17.51461,17.462770000000003
18.524160000000002,17.28644,16.82762,16.47555,16.44356
20.64586,18.4569,17.44961,16.98759,16.61613
17.92224,16.87915,16.53181,16.29942,16.16481
19.02892,17.35666,16.53206,16.10943,15.79761
18.6733,17.277910000000002,16.58364,16.206210000000002,15.98634
19.79692,18.63044,17.89369,17.49685,17.2363
18.73797,17.43279,17.059089999999998,16.78935,16.68362
19.02998,17.06564,16.09508,15.671429999999999,15.342529999999998
19.79119,18.26971,17.3079,16.8483,16.50123
17.67182,16.04465,15.22894,14.812429999999999,14.51115
20.20506,18.16605,17.19375,16.79964,16.4479
18.92209,17.38799,16.79651,16.44404,16.194960000000002
17.743170000000003,15.846860000000001,15.015260000000001,14.608039999999999,14.310120000000001
17.48046,15.56911,14.6171,14.121410000000001,13.70974
19.476329999999997,18.17324,17.52802,17.19596,16.972360000000002
17.757920000000002,16.49389,15.92738,15.62371,15.46522
18.0324,16.90484,16.398429999999998,16.16488,16.0096
19.42759,17.809739999999998,16.95415,16.533179999999998,16.13506
20.87602,19.17462,17.73359,17.185670000000002,16.819110000000002
19.5208,18.09826,17.46037,17.081870000000002,16.90164
17.283360000000002,16.10289,15.39979,14.961829999999999,14.60808
20.32256,18.09323,17.09956,16.65146,16.31764
18.64441,17.64435,17.31523,17.08595,16.873479999999997
19.8161,17.94427,16.88963,16.42587,16.14331
18.83464,17.15448,16.339979999999997,15.941289999999999,15.62585
17.45572,16.19368,15.5521,15.20391,14.892879999999998
19.421229999999998,18.20693,17.39089,16.99302,16.72939
19.85286,17.92914,16.96669,16.56147,16.2117
19.457629999999998,18.31118,17.85298,17.5233,17.30479
22.41574,19.63421,18.72715,18.30575,18.01904
18.727220000000003,17.59465,17.08084,16.72503,16.5397
18.48534,17.230629999999998,16.71593,16.38455,16.15377
21.93869,19.471239999999998,17.93281,17.43007,17.00597
19.72155,17.863979999999998,16.812,16.355179999999997,16.02104
19.43903,17.64235,16.68039,16.20382,15.88807
20.222170000000002,18.47276,17.62503,17.22614,16.93225
19.89945,17.89415,16.74568,16.25263,15.886560000000001
19.32463,17.35586,16.42829,16.01152,15.69467
20.13157,18.53425,17.47458,17.0119,16.68658
17.83606,16.51181,15.97093,15.654129999999999,15.400329999999999
20.374000000000002,18.37865,17.27975,16.78058,16.36725
20.26855,18.375329999999998,17.32285,16.87602,16.473110000000002
20.25014,18.33306,17.27649,16.85375,16.50574
18.45359,16.71804,15.81734,15.34927,14.98735
19.6427,18.19548,17.35864,16.97213,16.66868
19.61508,18.37525,17.62912,17.21796,16.95453
18.87932,17.86945,17.535320000000002,17.354470000000003,17.21861
18.0009,16.47328,15.675020000000002,15.27475,14.99651
19.85578,18.229670000000002,17.25967,16.849220000000003,16.50921
19.55738,17.98516,17.37341,17.013279999999998,16.69098
17.6867,16.29581,15.619639999999999,15.18247,14.868820000000001
19.78877,18.40354,17.41629,16.98207,16.6792
18.87631,16.81764,15.708420000000002,15.24944,14.8764
18.040329999999997,16.58285,15.856020000000001,15.48966,15.217
20.22694,18.59488,17.652620000000002,17.16335,16.85315
20.85331,18.853579999999997,17.75478,17.24071,16.853479999999998
20.6203,18.53337,17.34992,16.8559,16.479039999999998
21.68115,19.17813,17.92784,17.442970000000003,17.08087
19.93773,18.2965,17.24776,16.747729999999997,16.38326
18.41601,16.86293,16.07245,15.644720000000001,15.353979999999998
19.969160000000002,18.29673,17.45101,17.03448,16.675179999999997
19.41289,17.55966,16.578,16.15987,15.81064
19.354960000000002,17.7811,16.993560000000002,16.60952,16.30929
20.37794,18.77949,17.739320000000003,17.25915,16.96293
16.23259,15.1362,14.68152,14.444,14.26709
17.47185,16.210820000000002,15.64781,15.3275,15.10286
20.27606,18.22733,17.277379999999997,16.84994,16.510939999999998
20.58621,18.8951,17.87838,17.35079,16.89199
20.55444,18.67201,17.45461,16.9483,16.60941
20.49302,18.56408,17.37225,16.90588,16.51509
19.38123,17.96786,17.3417,16.98039,16.72645
20.391939999999998,18.585729999999998,17.72922,17.34938,17.04198
19.48876,17.29413,16.465339999999998,16.02768,15.68535
19.918110000000002,18.29251,17.50839,17.111320000000003,16.83332
18.23378,16.46941,15.93776,15.633379999999999,15.45142
21.06622,18.892889999999998,17.60707,17.124779999999998,16.742379999999997
19.30989,18.02561,17.48009,17.19511,17.0649
19.808320000000002,18.38606,17.65868,17.18137,16.90554
21.17219,18.76098,17.262710000000002,16.73051,16.35558
18.66931,16.45975,15.32311,14.76455,14.298029999999999
20.84998,18.81147,17.49428,16.971729999999997,16.604979999999998
19.73732,17.91753,17.07147,16.66892,16.3491
18.99148,17.100579999999997,16.23234,15.82911,15.487260000000001
19.6595,18.43509,17.85581,17.49663,17.27432
19.014329999999998,17.520229999999998,16.8182,16.46796,16.21469
18.99514,17.48696,16.74563,16.34542,16.12611
20.0835,18.27018,17.32488,16.9077,16.62493
19.529770000000003,18.26759,17.70951,17.40028,17.14569
19.801660000000002,18.39059,17.618270000000003,17.14656,16.86897
19.98895,18.07839,16.79139,16.27301,15.898129999999998
20.784229999999997,18.80579,17.59392,17.121920000000003,16.77756
19.796020000000002,18.49175,17.77459,17.37801,17.138460000000002
19.9712,18.5968,17.84771,17.45624,17.16553
20.206129999999998,18.55521,17.5273,17.01724,16.70686
18.201810000000002,16.66969,15.995270000000001,15.623529999999999,15.375760000000001
17.91169,16.02047,15.15511,14.7394,14.423160000000001
18.192999999999998,16.70632,16.03644,15.685820000000001,15.46411
18.90566,17.90342,17.516939999999998,17.29271,17.12923
20.01066,18.00927,17.08231,16.654020000000003,16.31192
20.34153,18.39272,17.40023,16.93319,16.52693
19.70806,18.03456,17.16791,16.72864,16.39967
20.07589,18.01975,16.78568,16.33269,15.939229999999998
20.076079999999997,18.645770000000002,17.877229999999997,17.48834,17.228679999999997
19.61485,18.45225,17.57191,17.07236,16.80036
19.34062,18.21119,17.645429999999998,17.31417,17.20084
19.29554,16.983420000000002,15.7964,15.395920000000002,14.936960000000001
18.94998,17.724420000000002,17.11583,16.792,16.56925
19.13066,17.99992,17.37815,16.967570000000002,16.78185
19.09115,17.11174,16.136879999999998,15.6985,15.311739999999999
19.811320000000002,18.15514,17.24018,16.84434,16.49995
19.72685,17.9887,16.976110000000002,16.54956,16.172420000000002
20.17684,18.67393,17.775879999999997,17.273989999999998,16.84305
20.74253,18.79262,17.82442,17.31952,16.9247
20.50593,18.67025,17.60869,17.09779,16.664279999999998
18.30852,17.137320000000003,16.70185,16.37499,16.23094
20.08294,18.705029999999997,17.86468,17.427979999999998,17.17226
18.55089,17.26481,16.728479999999998,16.41094,16.167939999999998
20.1587,18.65907,17.7864,17.350479999999997,16.97273
19.583779999999997,18.40285,17.78472,17.36335,17.12145
18.54808,17.37944,17.00416,16.783279999999998,16.61497
20.45315,18.57899,17.28913,16.82907,16.438879999999997
19.37288,17.90188,17.22738,16.84347,16.49857
20.38405,18.53567,17.360889999999998,16.87124,16.47935
19.276989999999998,17.7867,17.053420000000003,16.66698,16.421770000000002
20.37888,18.77092,17.809260000000002,17.35087,17.0197
18.44233,17.25306,16.77498,16.40556,16.12894
19.35223,18.20974,17.72608,17.42896,17.27589
20.135360000000002,18.322370000000003,17.45482,17.056160000000002,16.76425
19.50914,17.548460000000002,16.76582,16.37151,16.06961
20.10696,18.2525,17.15236,16.652260000000002,16.28302
19.78841,18.093510000000002,17.28957,16.90324,16.628220000000002
20.59507,18.53215,17.44942,17.00761,16.634710000000002
19.14646,17.039720000000003,15.93559,15.462710000000001,15.067210000000001
19.60559,18.44292,17.79632,17.46106,17.27684
20.75923,19.01075,17.71012,17.17417,16.8412
21.19615,18.97925,17.71718,17.228720000000003,16.83436
19.441370000000003,17.57141,16.56733,16.1396,15.781939999999999
20.21397,18.064429999999998,16.9894,16.4868,16.11433
20.06073,18.615779999999997,17.85136,17.45335,17.14795
19.13405,18.17351,17.74115,17.41248,17.31545
19.16677,17.86129,17.13958,16.72263,16.46818
19.35105,18.15936,17.74334,17.56117,17.410829999999997
19.37708,17.82037,17.29982,17.00743,16.81641
20.88711,18.776320000000002,17.73021,17.30544,16.899620000000002
20.31575,18.20717,17.03855,16.56717,16.205479999999998
18.977079999999997,17.825120000000002,17.37246,17.07377,16.869979999999998
22.46061,19.28286,17.81537,17.24829,16.88743
19.00757,17.36318,16.53042,16.14977,15.85958
19.74364,17.902260000000002,16.92073,16.504739999999998,16.1427
18.49145,17.13203,16.4939,16.1488,15.90579
17.857310000000002,16.69306,16.22281,15.943439999999999,15.744829999999999
21.44089,19.123,17.680220000000002,17.14639,16.76239
20.06005,18.28879,17.41465,17.02393,16.70097
19.879620000000003,18.127110000000002,17.03557,16.54179,16.165760000000002
19.59941,18.17067,17.22795,16.79826,16.40812
20.5093,18.44339,17.274060000000002,16.7471,16.32627
18.43937,16.46274,15.56316,15.11858,14.818729999999999
19.39659,18.23565,17.64179,17.24219,17.012970000000003
20.28709,18.34903,17.21155,16.73501,16.36766
18.06127,16.84694,16.40011,16.12528,15.90494
18.72629,17.52311,17.02048,16.782220000000002,16.585810000000002
20.32822,18.46663,17.345,16.91487,16.51886
19.14367,18.01766,17.40502,17.00681,16.808870000000002
19.06344,18.05357,17.67983,17.41324,17.32174
21.41396,19.15738,17.74334,17.21789,16.83612
21.091920000000002,18.91189,17.72462,17.247870000000002,16.88191
21.42171,18.97654,17.601779999999998,17.08436,16.70175
20.34198,18.654729999999997,17.77582,17.3217,16.980220000000003
20.245639999999998,18.390970000000003,17.36514,16.87051,16.50929
18.02715,16.02903,15.118529999999998,14.69108,14.38301
19.564239999999998,17.81987,17.0038,16.588720000000002,16.30378
19.23759,18.17941,17.70279,17.40174,17.23305
18.971510000000002,17.35294,16.55218,16.097720000000002,15.76612
18.74146,18.18658,17.40954,16.9867,16.7377
17.95373,16.00656,15.08983,14.62563,14.32501
19.435229999999997,18.06243,17.245070000000002,16.81448,16.53501
20.25939,18.37945,17.137620000000002,16.67784,16.36036
20.1937,18.29609,17.33375,16.918129999999998,16.56607
19.66281,18.39125,17.709670000000003,17.30171,17.08788
16.54052,14.90226,14.136579999999999,13.76085,13.531410000000001
18.35333,16.904729999999997,16.2073,15.8473,15.56076
18.553160000000002,16.6743,15.793829999999998,15.358260000000001,15.009879999999999
20.41395,18.43111,17.12484,16.56545,16.16214
19.59542,18.01805,17.14262,16.760479999999998,16.479589999999998
20.962670000000003,18.9982,17.76375,17.2475,16.8302
20.55319,18.732429999999997,17.55038,17.03957,16.65876
20.53311,18.76474,17.7212,17.25935,16.87678
19.10087,17.69185,17.53003,17.01762,16.68623
18.5528,16.67614,15.718210000000001,15.261270000000001,14.92084
19.19911,17.55653,16.66378,16.21436,15.88376
20.79778,18.79571,17.54816,17.01795,16.63125
19.2333,17.12881,16.03547,15.51079,15.12631
20.55882,18.76465,17.689239999999998,17.2218,16.8613
19.70253,17.92409,16.95767,16.5081,16.12581
19.80074,18.28021,17.30483,16.81597,16.441110000000002
19.34443,18.129920000000002,17.55823,17.23854,17.01444
19.752489999999998,18.181160000000002,17.29467,16.81278,16.43974
21.644579999999998,19.47263,18.1481,17.58725,17.16597
19.221770000000003,18.02778,17.66289,17.32734,17.26114
20.22544,18.3328,17.25906,16.74316,16.34419
19.90889,18.37508,17.3435,16.825129999999998,16.4683
20.245620000000002,18.54139,17.639879999999998,17.1803,16.82309
20.51238,18.7056,17.608810000000002,17.10345,16.70046
18.744889999999998,17.19761,16.38516,15.968520000000002,15.702910000000001
20.25616,18.36887,17.290229999999998,16.84524,16.52587
18.80515,17.608829999999998,16.95202,16.58898,16.347379999999998
17.621170000000003,16.26101,15.64555,15.30095,15.069679999999998
18.38975,17.04861,16.36947,15.97274,15.68118
20.46347,18.31717,17.27657,16.831229999999998,16.45544
19.58821,17.66311,16.76216,16.327270000000002,15.98119
17.55122,16.5918,16.2742,15.981779999999999,15.92387
20.25863,18.27136,17.14931,16.692,16.32761
19.706670000000003,18.40387,17.62882,17.18221,16.88922
19.838179999999998,18.01935,17.05878,16.63673,16.31612
19.382279999999998,17.39622,16.42159,15.99986,15.645760000000001
20.5264,18.39658,17.25724,16.80667,16.44425
20.6879,18.59442,17.492420000000003,17.04424,16.64388
20.38484,18.45885,17.49421,17.00411,16.62055
20.995810000000002,18.57769,17.43069,16.9293,16.60659
22.68948,20.13886,19.07591,18.624229999999997,18.05376
19.25488,17.64142,16.92967,16.53707,16.25667
21.08118,18.90217,17.59412,17.05069,16.66994
19.64677,18.47861,17.74987,17.37284,17.07531
19.71205,18.30486,17.37527,16.93948,16.609820000000003
20.15397,18.37213,17.407,16.963420000000003,16.65097
20.42197,18.5245,17.34228,16.86669,16.51
20.38389,18.62116,17.724510000000002,17.315260000000002,16.970129999999997
18.84442,16.805979999999998,15.821060000000001,15.39233,15.046579999999999
20.424120000000002,18.21667,16.97622,16.48069,16.116410000000002
19.55122,17.76911,16.84977,16.37629,16.00712
20.85935,18.73389,17.59414,17.09688,16.73661
18.9172,17.74011,17.17912,16.82807,16.63934
17.69914,16.33333,15.663479999999998,15.22584,14.97321
21.31277,19.33289,17.625329999999998,17.001910000000002,16.52873
21.02754,18.961,17.758110000000002,17.23838,16.90137
19.55498,18.39931,17.64234,17.17034,16.89036
20.15103,18.21931,17.120520000000003,16.6152,16.20719
18.953689999999998,17.4366,16.796039999999998,16.39039,16.1424
20.543979999999998,18.85318,17.694020000000002,17.18538,16.84644
19.87129,17.88008,17.03173,16.5977,16.25809
20.821939999999998,18.750729999999997,17.43467,16.93222,16.53053
18.898870000000002,17.21089,16.336470000000002,15.86545,15.5042
19.74438,18.24307,17.238770000000002,16.728189999999998,16.343410000000002
23.182389999999998,22.6595,21.99577,22.59307,21.172060000000002
19.07714,17.78483,17.1657,16.82081,16.55579
20.95593,18.848110000000002,17.68093,17.09283,16.714489999999998
21.0035,18.88581,17.65635,17.1442,16.848110000000002
19.40575,18.15223,17.664,17.34906,17.27427
20.42136,18.57535,17.427770000000002,16.97849,16.61515
18.656679999999998,17.53094,17.11559,16.83597,16.70834
21.02767,19.12345,17.748260000000002,17.19023,16.7611
19.95255,18.0522,17.01667,16.51339,16.122870000000002
19.69915,17.96332,17.10756,16.64604,16.33314
20.53494,18.60064,17.37895,16.88723,16.47922
20.37939,18.185470000000002,17.099870000000003,16.61532,16.2065
19.3795,17.8718,17.31042,17.004179999999998,16.86691
19.88714,18.43477,17.68691,17.26314,16.92135
20.06016,18.61153,17.55929,17.01999,16.63646
20.41627,18.05667,16.89479,16.40111,15.997810000000001
19.24899,17.91601,17.39631,17.106270000000002,16.85902
17.98143,16.60983,15.829189999999999,15.38821,15.0917
18.26802,16.25242,15.246670000000002,14.77695,14.425289999999999
19.546129999999998,18.2154,17.47661,17.02437,16.776220000000002
18.838260000000002,17.72015,17.28012,16.9533,16.85663
18.10845,16.88625,16.43787,16.12408,16.054660000000002
17.95659,16.48215,15.84811,15.46595,15.221620000000001
19.38555,18.1701,17.57779,17.225360000000002,17.00008
18.19813,16.31896,15.45294,15.03452,14.69026
18.02295,16.92961,16.44502,16.11964,15.942779999999999
18.773310000000002,17.24527,16.46601,16.04314,15.734810000000001
19.960829999999998,18.35782,17.24053,16.71348,16.36266
18.96731,17.60799,16.94161,16.48341,16.105929999999997
18.96622,17.87258,17.556910000000002,17.33257,17.46105
19.50633,17.81308,17.06769,16.69194,16.41111
20.06692,18.38654,17.53389,17.14386,16.828
19.75949,18.30136,17.69274,17.32283,17.11058
19.76166,18.1998,17.38595,16.935,16.670939999999998
19.61125,17.873829999999998,16.90352,16.47395,16.17577
18.89161,17.83589,17.36986,17.08547,17.096220000000002
18.3954,17.186239999999998,16.564770000000003,16.2075,16.01201
17.06235,15.83775,15.234000000000002,14.903270000000001,14.663079999999999
18.23496,17.07304,16.463,16.10859,15.85387
21.200879999999998,19.259220000000003,17.81318,17.232689999999998,16.92524
19.108220000000003,17.39249,16.52297,16.13182,15.82024
21.49549,19.05885,17.65,17.162,16.84424
19.93414,18.050829999999998,16.8891,16.3478,15.94966
19.71794,18.02051,17.19781,16.80892,16.51943
20.055320000000002,18.22938,17.189970000000002,16.674960000000002,16.23626
19.325960000000002,17.76395,17.0326,16.67878,16.4718
20.2765,18.36901,17.34173,16.914189999999998,16.559829999999998
19.15514,17.15086,16.14389,15.72439,15.3924
20.2394,18.35055,17.465889999999998,17.05583,16.71213
20.71142,18.61884,17.44189,16.998639999999998,16.699289999999998
18.53053,17.37129,16.898770000000003,16.55324,16.33096
20.03527,18.23348,17.219179999999998,16.69918,16.288079999999997
